NechaG93688	NechaT93688	2615272	2615619	2615620	2615696	2615697	2616194
NechaG38643	NechaT38643	2979373	2979699	2979700	2979746	2979747	2980058
NechaG97177	NechaT97177	591879	592322	592323	592386	592387	592583
NechaG97177	NechaT97177	592387	592583	592584	592634	592635	592979
NechaG97177	NechaT97177	592635	592979	592980	593051	593052	593202
NechaG5929	NechaT5929	2085344	2085490	2085491	2085545	2085546	2085573
NechaG5929	NechaT5929	2085546	2085573	2085574	2085630	2085631	2085802
NechaG5929	NechaT5929	2085631	2085802	2085803	2085849	2085850	2085889
NechaG5929	NechaT5929	2085850	2085889	2085890	2085945	2085946	2086042
NechaG5929	NechaT5929	2085946	2086042	2086043	2086091	2086092	2086146
NechaG5929	NechaT5929	2086092	2086146	2086147	2086196	2086197	2086343
NechaG5929	NechaT5929	2086197	2086343	2086344	2086398	2086399	2086522
NechaG41007	NechaT41007	2133632	2133801	2133802	2133852	2133853	2134669
NechaG22227	NechaT22227	1635097	1635576	1635577	1635615	1635616	1636101
NechaG22227	NechaT22227	1635616	1636101	1636102	1636527	1636528	1637274
NechaG52599	NechaT52599	1991933	1992402	1992403	1992477	1992478	1993307
NechaG52599	NechaT52599	1992478	1993307	1993308	1993359	1993360	1993389
NechaG52599	NechaT52599	1993360	1993389	1993390	1993438	1993439	1993524
NechaG52599	NechaT52599	1993439	1993524	1993525	1993600	1993601	1993798
NechaG89357	NechaT89357	22281	22373	22374	22427	22428	22449
NechaG89357	NechaT89357	22428	22449	22450	22583	22584	23000
NechaG89357	NechaT89357	22584	23000	23001	23219	23220	23524
NechaG89357	NechaT89357	23220	23524	23525	23585	23586	23784
NechaG89357	NechaT89357	23586	23784	23785	23839	23840	23932
NechaG89357	NechaT89357	23840	23932	23933	23980	23981	24219
NechaG68001	NechaT68001	323302	323786	323787	323840	323841	324023
NechaG96181	NechaT96181	1307092	1307888	1307889	1307938	1307939	1308193
NechaG96181	NechaT96181	1307939	1308193	1308194	1308253	1308254	1308515
NechaG73621	NechaT73621	2884412	2884518	2884519	2884577	2884578	2885044
NechaG80988	NechaT80988	45221	45715	45716	45807	45808	46260
NechaG80988	NechaT80988	45808	46260	46261	46344	46345	46692
NechaG80988	NechaT80988	46345	46692	46693	46750	46751	46810
NechaG80988	NechaT80988	46751	46810	46811	46872	46873	47401
NechaG80988	NechaT80988	46873	47401	47402	47453	47454	47502
NechaG80988	NechaT80988	47454	47502	47503	47555	47556	47601
NechaG80988	NechaT80988	47556	47601	47602	47666	47667	47747
NechaG80632	NechaT80632	2975445	2975776	2975777	2975830	2975831	2975903
NechaG89570	NechaT89570	31463	31900	31901	31953	31954	32185
NechaG89570	NechaT89570	31954	32185	32186	32254	32255	32463
NechaG89570	NechaT89570	32255	32463	32464	32513	32514	32976
NechaG89570	NechaT89570	32514	32976	32977	33017	33018	33037
NechaG77041	NechaT77041	4074210	4074310	4074311	4074478	4074479	4074592
NechaG77041	NechaT77041	4074479	4074592	4074593	4074642	4074643	4074730
NechaG77041	NechaT77041	4074643	4074730	4074731	4074784	4074785	4075090
NechaG77041	NechaT77041	4074785	4075090	4075091	4075159	4075160	4075474
NechaG77041	NechaT77041	4075160	4075474	4075475	4075532	4075533	4075646
NechaG45201	NechaT45201	1594323	1594486	1594487	1594549	1594550	1594634
NechaG45201	NechaT45201	1594550	1594634	1594635	1594694	1594695	1595152
NechaG45201	NechaT45201	1594695	1595152	1595153	1595330	1595331	1595401
NechaG45201	NechaT45201	1595331	1595401	1595402	1595450	1595451	1595572
NechaG82964	NechaT82964	2233374	2233376	2233377	2233450	2233451	2233463
NechaG82964	NechaT82964	2233451	2233463	2233464	2233594	2233595	2233599
NechaG82964	NechaT82964	2233595	2233599	2233600	2233891	2233892	2234329
NechaG58288	NechaT58288	2367994	2368284	2368285	2368349	2368350	2368851
NechaG58288	NechaT58288	2368350	2368851	2368852	2368955	2368956	2369384
NechaG82251	NechaT82251	258753	258809	258810	258873	258874	259707
NechaG51560	NechaT51560	223096	223996	223997	224051	224052	224299
NechaG51560	NechaT51560	224052	224299	224300	224348	224349	224428
NechaG51560	NechaT51560	224349	224428	224429	224483	224484	224595
NechaG51560	NechaT51560	224484	224595	224596	224652	224653	224763
NechaG98445	NechaT98445	10272	10379	10380	10430	10431	10703
NechaG98445	NechaT98445	10431	10703	10704	10779	10780	10829
NechaG98445	NechaT98445	10780	10829	10830	10873	10874	12494
NechaG97193	NechaT97193	647254	647288	647289	647347	647348	647998
NechaG97193	NechaT97193	647348	647998	647999	648049	648050	648230
NechaG97193	NechaT97193	648050	648230	648231	648278	648279	648614
NechaG97193	NechaT97193	648279	648614	648615	648681	648682	648963
NechaG97193	NechaT97193	648682	648963	648964	649013	649014	649109
NechaG53495	NechaT53495	1071983	1072302	1072303	1072358	1072359	1072546
NechaG53495	NechaT53495	1072359	1072546	1072547	1072582	1072583	1073742
NechaG12230	NechaT12230	1489927	1490489	1490490	1490553	1490554	1491619
NechaG96476	NechaT96476	2878939	2878972	2878973	2879100	2879101	2879709
NechaG96476	NechaT96476	2879101	2879709	2879710	2879768	2879769	2879843
NechaG96476	NechaT96476	2879769	2879843	2879844	2879902	2879903	2880690
NechaG96476	NechaT96476	2879903	2880690	2880691	2880855	2880856	2880990
NechaG82198	NechaT82198	71844	72266	72267	72316	72317	72715
NechaG82198	NechaT82198	72317	72715	72716	72778	72779	72919
NechaG87606	NechaT87606	1471533	1471868	1471869	1471937	1471938	1472271
NechaG87606	NechaT87606	1471938	1472271	1472272	1472317	1472318	1472679
NechaG93741	NechaT93741	2855057	2855092	2855093	2855144	2855145	2856440
NechaG87462	NechaT87462	1065326	1065636	1065637	1065694	1065695	1065816
NechaG87462	NechaT87462	1065695	1065816	1065817	1065877	1065878	1065994
NechaG87462	NechaT87462	1065878	1065994	1065995	1066052	1066053	1066863
NechaG87462	NechaT87462	1066053	1066863	1066864	1066915	1066916	1067066
NechaG83219	NechaT83219	2918433	2918597	2918598	2918648	2918649	2919195
NechaG83219	NechaT83219	2918649	2919195	2919196	2919250	2919251	2919443
NechaG83219	NechaT83219	2919251	2919443	2919444	2919496	2919497	2919758
NechaG83219	NechaT83219	2919497	2919758	2919759	2919808	2919809	2919905
NechaG83219	NechaT83219	2919809	2919905	2919906	2919962	2919963	2920036
NechaG83219	NechaT83219	2919963	2920036	2920037	2920087	2920088	2920143
NechaG83219	NechaT83219	2920088	2920143	2920144	2920175	2920176	2920212
NechaG83219	NechaT83219	2920176	2920212	2920213	2920261	2920262	2920275
NechaG83219	NechaT83219	2920262	2920275	2920276	2920331	2920332	2920491
NechaG82216	NechaT82216	122650	122675	122676	122711	122712	123389
NechaG82216	NechaT82216	122712	123389	123390	123445	123446	123550
NechaG82216	NechaT82216	123446	123550	123551	123597	123598	124069
NechaG42339	NechaT42339	127677	128038	128039	128094	128095	129727
NechaG2302	NechaT2302	823124	823913	823914	823960	823961	824155
NechaG2302	NechaT2302	823961	824155	824156	824231	824232	824299
NechaG2302	NechaT2302	824232	824299	824300	824354	824355	824603
NechaG64782	NechaT64782	2189938	2190016	2190017	2190110	2190111	2191574
NechaG64782	NechaT64782	2190111	2191574	2191575	2191624	2191625	2192094
NechaG85394	NechaT85394	289149	289281	289282	289331	289332	289485
NechaG85394	NechaT85394	289332	289485	289486	289533	289534	289677
NechaG85394	NechaT85394	289534	289677	289678	289724	289725	289822
NechaG85394	NechaT85394	289725	289822	289823	289875	289876	290537
NechaG80168	NechaT80168	1273552	1274206	1274207	1274313	1274314	1274582
NechaG85483	NechaT85483	538676	539510	539511	539560	539561	539694
NechaG68906	NechaT68906	326265	326357	326358	326408	326409	327499
NechaG68906	NechaT68906	326409	327499	327500	327612	327613	328034
NechaG68906	NechaT68906	327613	328034	328035	328114	328115	328681
NechaG79423	NechaT79423	3192888	3193351	3193352	3193403	3193404	3193443
NechaG87638	NechaT87638	1559911	1559944	1559945	1559990	1559991	1560010
NechaG87638	NechaT87638	1559991	1560010	1560011	1560263	1560264	1560274
NechaG87638	NechaT87638	1560264	1560274	1560275	1560304	1560305	1560402
NechaG87638	NechaT87638	1560305	1560402	1560403	1560506	1560507	1560697
NechaG104321	NechaT104321	649810	650355	650356	650408	650409	650466
NechaG104321	NechaT104321	650409	650466	650467	650523	650524	651644
NechaG104321	NechaT104321	650524	651644	651645	651691	651692	652169
NechaG48249	NechaT48249	142403	142517	142518	142590	142591	143027
NechaG48249	NechaT48249	142591	143027	143028	143075	143076	143254
NechaG48249	NechaT48249	143076	143254	143255	143347	143348	143700
NechaG48249	NechaT48249	143348	143700	143701	143753	143754	143810
NechaG48249	NechaT48249	143754	143810	143811	143863	143864	144699
NechaG100480	NechaT100480	1729780	1729929	1729930	1730120	1730121	1731051
NechaG74129	NechaT74129	471904	472254	472255	472302	472303	472707
NechaG99342	NechaT99342	3141199	3141490	3141491	3141541	3141542	3142162
NechaG99342	NechaT99342	3141542	3142162	3142163	3142211	3142212	3143653
NechaG97726	NechaT97726	1440348	1440374	1440375	1440532	1440533	1440535
NechaG97726	NechaT97726	1440533	1440535	1440536	1441110	1441111	1441220
NechaG97726	NechaT97726	1441111	1441220	1441221	1441271	1441272	1441728
NechaG97726	NechaT97726	1441272	1441728	1441729	1441780	1441781	1442602
NechaG43562	NechaT43562	2876463	2876917	2876918	2876962	2876963	2877079
NechaG43562	NechaT43562	2876963	2877079	2877080	2877129	2877130	2877265
NechaG43562	NechaT43562	2877130	2877265	2877266	2877330	2877331	2877378
NechaG43562	NechaT43562	2877331	2877378	2877379	2877501	2877502	2877774
NechaG88053	NechaT88053	435726	435766	435767	435806	435807	435836
NechaG88053	NechaT88053	435807	435836	435837	435988	435989	436427
NechaG88053	NechaT88053	435989	436427	436428	436573	436574	436579
NechaG68612	NechaT68612	2796106	2796769	2796770	2796820	2796821	2798255
NechaG68612	NechaT68612	2796821	2798255	2798256	2798374	2798375	2798757
NechaG88583	NechaT88583	995258	995316	995317	995618	995619	996027
NechaG43859	NechaT43859	3510913	3511179	3511180	3511233	3511234	3511560
NechaG43859	NechaT43859	3511234	3511560	3511561	3511623	3511624	3511908
NechaG43859	NechaT43859	3511624	3511908	3511909	3511979	3511980	3512063
NechaG66648	NechaT66648	2881221	2881940	2881941	2881987	2881988	2883192
NechaG66648	NechaT66648	2881988	2883192	2883193	2883351	2883352	2883537
NechaG58633	NechaT58633	3683854	3684317	3684318	3684369	3684370	3689719
NechaG58633	NechaT58633	3684370	3689719	3689720	3689790	3689791	3690073
NechaG40181	NechaT40181	737976	738571	738572	738638	738639	738906
NechaG5671	NechaT5671	1332409	1332936	1332937	1333047	1333048	1333215
NechaG83443	NechaT83443	536327	537072	537073	537117	537118	537170
NechaG83443	NechaT83443	537118	537170	537171	537436	537437	537466
NechaG83443	NechaT83443	537437	537466	537467	537648	537649	537657
NechaG83443	NechaT83443	537649	537657	537658	537697	537698	538092
NechaG68543	NechaT68543	2562543	2562764	2562765	2562816	2562817	2564299
NechaG65925	NechaT65925	5444813	5445103	5445104	5445166	5445167	5445443
NechaG65925	NechaT65925	5445167	5445443	5445444	5445494	5445495	5446363
NechaG100373	NechaT100373	735985	736238	736239	736361	736362	736430
NechaG100373	NechaT100373	736362	736430	736431	736512	736513	737068
NechaG90469	NechaT90469	5519350	5522976	5522977	5523030	5523031	5523864
NechaG64130	NechaT64130	1579229	1579370	1579371	1579441	1579442	1579989
NechaG64130	NechaT64130	1579442	1579989	1579990	1580039	1580040	1580714
NechaG71373	NechaT71373	2758075	2759028	2759029	2759081	2759082	2761314
NechaG71373	NechaT71373	2759082	2761314	2761315	2761437	2761438	2761526
NechaG74018	NechaT74018	129504	130632	130633	130684	130685	131352
NechaG74018	NechaT74018	130685	131352	131353	131400	131401	131481
NechaG74018	NechaT74018	131401	131481	131482	131533	131534	132068
NechaG74018	NechaT74018	131534	132068	132069	132120	132121	132347
NechaG74018	NechaT74018	132121	132347	132348	132398	132399	132589
NechaG74018	NechaT74018	132399	132589	132590	132728	132729	132777
NechaG74018	NechaT74018	132729	132777	132778	132816	132817	132864
NechaG80760	NechaT80760	3351918	3352190	3352191	3352227	3352228	3352317
NechaG80760	NechaT80760	3352228	3352317	3352318	3352403	3352404	3352534
NechaG80760	NechaT80760	3352404	3352534	3352535	3352641	3352642	3352859
NechaG80760	NechaT80760	3352642	3352859	3352860	3353049	3353050	3353080
NechaG80760	NechaT80760	3353050	3353080	3353081	3353370	3353371	3353848
NechaG80760	NechaT80760	3353371	3353848	3353849	3353942	3353943	3353993
NechaG104084	NechaT104084	1599586	1600415	1600416	1600466	1600467	1600550
NechaG104084	NechaT104084	1600467	1600550	1600551	1600603	1600604	1600848
NechaG100552	NechaT100552	2286677	2286968	2286969	2287020	2287021	2287658
NechaG100552	NechaT100552	2287021	2287658	2287659	2287720	2287721	2287856
NechaG100552	NechaT100552	2287721	2287856	2287857	2287942	2287943	2288072
NechaG100552	NechaT100552	2287943	2288072	2288073	2288185	2288186	2288294
NechaG99337	NechaT99337	3099880	3100086	3100087	3100131	3100132	3100889
NechaG99337	NechaT99337	3100132	3100889	3100890	3100941	3100942	3101900
NechaG44430	NechaT44430	214121	214334	214335	214446	214447	214918
NechaG44430	NechaT44430	214447	214918	214919	215018	215019	215202
NechaG44430	NechaT44430	215019	215202	215203	215260	215261	215540
NechaG44430	NechaT44430	215261	215540	215541	215607	215608	215841
NechaG44430	NechaT44430	215608	215841	215842	215914	215915	218153
NechaG44430	NechaT44430	215915	218153	218154	218208	218209	218289
NechaG44430	NechaT44430	218209	218289	218290	218351	218352	218729
NechaG44430	NechaT44430	218352	218729	218730	218788	218789	219068
NechaG42636	NechaT42636	671898	672873	672874	672926	672927	673408
NechaG75799	NechaT75799	6338426	6338625	6338626	6338691	6338692	6339076
NechaG75799	NechaT75799	6338692	6339076	6339077	6339125	6339126	6340292
NechaG33036	NechaT33036	1955319	1956807	1956808	1956888	1956889	1956956
NechaG95076	NechaT95076	2043879	2044008	2044009	2044073	2044074	2044231
NechaG95076	NechaT95076	2044074	2044231	2044232	2044280	2044281	2044409
NechaG30336	NechaT30336	783188	783394	783395	783452	783453	783572
NechaG30336	NechaT30336	783453	783572	783573	783640	783641	783904
NechaG30336	NechaT30336	783641	783904	783905	783954	783955	784058
NechaG30336	NechaT30336	783955	784058	784059	784160	784161	785672
NechaG30336	NechaT30336	784161	785672	785673	785721	785722	785869
NechaG35599	NechaT35599	508746	509297	509298	509345	509346	509928
NechaG35599	NechaT35599	509346	509928	509929	509981	509982	510015
NechaG35599	NechaT35599	509982	510015	510016	510067	510068	510359
NechaG96628	NechaT96628	692526	692544	692545	692577	692578	692763
NechaG96628	NechaT96628	692578	692763	692764	692820	692821	692995
NechaG96628	NechaT96628	692821	692995	692996	693045	693046	694372
NechaG59975	NechaT59975	1110236	1111565	1111566	1111616	1111617	1111826
NechaG59975	NechaT59975	1111617	1111826	1111827	1111889	1111890	1112202
NechaG42807	NechaT42807	2827105	2827275	2827276	2827327	2827328	2828488
NechaG42807	NechaT42807	2827328	2828488	2828489	2828539	2828540	2828695
NechaG42807	NechaT42807	2828540	2828695	2828696	2828756	2828757	2828810
NechaG105433	NechaT105433	709599	709619	709620	709683	709684	709742
NechaG105433	NechaT105433	709684	709742	709743	709827	709828	709956
NechaG105433	NechaT105433	709828	709956	709957	710066	710067	710123
NechaG105433	NechaT105433	710067	710123	710124	710188	710189	710451
NechaG105433	NechaT105433	710189	710451	710452	710533	710534	710681
NechaG93011	NechaT93011	3567655	3567902	3567903	3567947	3567948	3568374
NechaG89875	NechaT89875	1478009	1481980	1481981	1482031	1482032	1483797
NechaG89875	NechaT89875	1482032	1483797	1483798	1483848	1483849	1483938
NechaG89875	NechaT89875	1483849	1483938	1483939	1483991	1483992	1484493
NechaG67636	NechaT67636	3229669	3229888	3229889	3229934	3229935	3230581
NechaG76197	NechaT76197	1117457	1117542	1117543	1117752	1117753	1119442
NechaG57399	NechaT57399	3003900	3003969	3003970	3004031	3004032	3004051
NechaG57399	NechaT57399	3004032	3004051	3004052	3004116	3004117	3004217
NechaG57399	NechaT57399	3004117	3004217	3004218	3004273	3004274	3004501
NechaG57399	NechaT57399	3004274	3004501	3004502	3004561	3004562	3005167
NechaG57399	NechaT57399	3004562	3005167	3005168	3005228	3005229	3006523
NechaG94183	NechaT94183	1019347	1020022	1020023	1020068	1020069	1020907
NechaG764	NechaT764	227420	227711	227712	227765	227766	227942
NechaG764	NechaT764	227766	227942	227943	228013	228014	228910
NechaG764	NechaT764	228014	228910	228911	228981	228982	229059
NechaG764	NechaT764	228982	229059	229060	229117	229118	229254
NechaG764	NechaT764	229118	229254	229255	229311	229312	230133
NechaG96520	NechaT96520	74625	74750	74751	74843	74844	77105
NechaG98044	NechaT98044	1002997	1004227	1004228	1004276	1004277	1004477
NechaG98044	NechaT98044	1004277	1004477	1004478	1004526	1004527	1004705
NechaG98044	NechaT98044	1004527	1004705	1004706	1004738	1004739	1004777
NechaG71675	NechaT71675	861265	861846	861847	861897	861898	862349
NechaG71675	NechaT71675	861898	862349	862350	862465	862466	862528
NechaG43836	NechaT43836	1200957	1201006	1201007	1201079	1201080	1202400
NechaG75219	NechaT75219	4426436	4426456	4426457	4426511	4426512	4427369
NechaG75219	NechaT75219	4426512	4427369	4427370	4427531	4427532	4428546
NechaG75219	NechaT75219	4427532	4428546	4428547	4428598	4428599	4429116
NechaG56701	NechaT56701	4001	4161	4162	4222	4223	4277
NechaG56701	NechaT56701	4223	4277	4278	4355	4356	4859
NechaG56701	NechaT56701	4356	4859	4860	4934	4935	5120
NechaG56701	NechaT56701	4935	5120	5121	5208	5209	6996
NechaG81826	NechaT81826	2569641	2569684	2569685	2569886	2569887	2570952
NechaG81826	NechaT81826	2569887	2570952	2570953	2571009	2571010	2571225
NechaG81826	NechaT81826	2571010	2571225	2571226	2571278	2571279	2571614
NechaG75500	NechaT75500	5449434	5449733	5449734	5449832	5449833	5450081
NechaG75500	NechaT75500	5449833	5450081	5450082	5450129	5450130	5453000
NechaG55300	NechaT55300	876132	876171	876172	876231	876232	877292
NechaG4582	NechaT4582	2635080	2635949	2635950	2635998	2635999	2636139
NechaG74810	NechaT74810	2927959	2928825	2928826	2928991	2928992	2929375
NechaG72515	NechaT72515	2079564	2080844	2080845	2080893	2080894	2081385
NechaG87145	NechaT87145	240198	242023	242024	242590	242591	243081
NechaG87145	NechaT87145	242591	243081	243082	243114	243115	243662
